36.000000 36.000000 36.000000 36.000000 36.000000 36.000000 36.000000 36.000000 36.000000 
36.983541 36.597907 34.644801 34.857428 36.270525 36.433887 34.554877 35.838054 37.459726 
37.182559 37.135950 35.567861 35.064671 35.208124 37.405606 34.934636 36.001215 37.536437 
37.519280 39.876549 34.303319 35.633177 36.101481 37.708007 35.940613 36.717203 37.370791 
38.364469 38.357529 33.868977 35.705881 36.871942 38.669205 37.121979 38.473662 37.742188 
39.159360 38.134407 34.394732 34.957282 36.717781 38.270278 38.607787 38.355222 37.928583 
39.024639 37.627472 36.140418 35.183950 35.729088 37.013816 37.589707 37.110673 35.735387 
39.067969 35.235059 34.719488 33.288821 35.058370 38.325472 38.876964 35.496276 36.285047 
38.976020 35.779494 35.639658 33.142656 35.457532 37.165503 38.327197 34.951010 34.578298 
39.320329 34.139988 34.620682 33.757178 34.441105 38.769520 39.393232 35.374247 34.101599 
38.995989 33.878945 34.976979 32.718473 34.988922 38.381322 39.804839 34.355386 34.376727 
40.453003 34.843084 33.941112 33.229505 35.011303 38.263733 40.696359 36.025950 34.957321 
39.787410 35.084606 34.905624 32.750710 33.858350 38.970048 40.990452 35.912367 34.925381 
39.265199 34.789383 34.970044 33.561870 33.653916 41.792309 39.219889 35.497317 35.500708 
38.413725 36.225026 34.682066 33.166418 32.994383 41.695773 39.762372 36.009488 35.024158 
39.058222 36.802478 35.222589 32.434015 34.516599 40.126228 38.517504 34.616137 33.143394 
38.599194 37.297307 33.718510 34.574894 34.253927 41.067509 39.998196 34.440739 32.124659 
38.223469 37.393573 32.936716 33.979511 33.913032 41.278837 41.043554 34.028560 32.072838 
38.591578 37.015174 31.838605 33.452592 32.287883 40.904788 41.682269 33.369313 32.293696 
39.966504 37.010574 32.698620 34.741674 32.357350 42.148368 40.706040 33.634686 33.567509 
39.215619 38.478179 33.156919 34.641252 31.214165 41.451564 41.081228 33.393185 33.574313 
39.203341 38.042936 33.416730 35.533361 32.172422 40.728658 42.083372 34.710221 33.189745 
38.398685 39.125919 35.051981 34.955552 30.963423 39.841937 42.211184 35.457888 32.576738 
40.405931 38.078463 35.051923 36.733286 30.625305 39.564025 40.740930 36.635608 32.608225 
40.780580 37.872016 36.559275 36.374244 31.719224 39.003390 42.410299 38.658952 32.741396 
39.632914 37.060263 35.971880 35.894845 31.807979 36.435798 43.078987 37.876285 31.450507 
40.383168 36.997096 36.066416 35.967033 32.324265 37.127921 42.530824 37.771635 30.606570 
40.582113 36.874210 36.761239 35.569310 32.303830 35.754208 42.533825 37.835780 29.820927 
40.514701 36.461701 38.001066 36.166129 32.261370 35.034325 41.552994 39.610468 28.704356 
41.425044 36.999496 37.120049 35.976513 32.470022 32.990370 42.752339 39.408595 28.208400 
39.158870 35.839869 36.680588 36.600708 31.090249 31.635673 44.324481 39.257236 28.650164 
37.050930 35.896993 37.276848 35.628355 31.084213 31.971334 47.111590 39.600359 28.475789 
38.208627 35.814234 38.567265 36.218363 31.717314 32.456425 48.621115 40.250347 27.695772 
38.992026 36.464057 39.635653 35.110467 32.524839 31.664928 48.629586 40.263515 27.054671 
41.229955 36.405854 39.759851 34.872473 32.005314 30.238666 45.896781 39.506116 27.149436 
39.967407 37.014579 40.706550 35.125216 32.513609 31.561095 46.870080 39.975549 27.389751 
40.030170 34.654754 41.408917 34.185345 31.602073 30.826761 45.976274 39.395569 27.730082 
40.369294 36.581055 39.516366 32.852999 31.557294 30.221414 45.378353 39.554523 28.337825 
41.119320 36.765603 39.667695 31.912970 32.488470 30.060540 43.918923 38.707640 27.828378 
41.866627 36.026412 40.702709 32.891552 34.086426 30.426291 42.755347 37.321195 28.559253 
42.988265 35.815713 40.502013 34.432768 33.971231 31.879837 43.558354 37.784351 28.607524 
43.252014 37.019335 41.472293 34.817165 34.088236 32.104284 42.767357 38.422511 29.339109 
42.904612 36.331514 41.487911 36.530801 34.593122 31.477408 43.464134 38.959849 29.685402 
44.989458 36.839865 40.685199 35.450498 33.452127 30.863844 42.874532 38.580152 30.464794 
45.114235 37.426182 40.037969 35.025395 33.064170 29.586713 43.707180 39.198289 30.909010 
44.462732 36.681675 41.885315 36.018210 33.358437 29.261520 44.906767 38.769255 31.925113 
45.030944 37.379695 41.402655 36.306394 33.562602 29.357645 46.205446 40.191038 31.208705 
42.804904 36.064504 40.241883 35.932467 34.161317 28.609152 45.627561 40.051701 31.765040 
42.368117 36.962599 39.728989 35.156842 34.622359 27.393234 46.643332 39.258263 31.688160 
43.048898 38.559705 40.799238 36.239253 35.067389 25.834709 48.763309 40.426486 31.179169 
44.902615 39.561981 38.502358 35.221685 37.446781 25.803878 46.987042 39.220339 31.332175 
